id,Date,Open,Close,Volume,Strategy
0,2015-06-01,66.20848591841693,75.60997811636648,298506300,Hold
1,2015-06-08,64.11623523500563,74.44333111899341,227974800,Hold
2,2015-06-15,47.701941718116856,71.14083142721184,250670900,Buy
3,2015-06-22,54.754816237643055,72.88134353255981,223614300,Hold
4,2015-06-29,48.03189949541989,66.28471789037816,406814900,Buy
5,2015-07-06,51.374398810903294,58.49401653541783,590857400,Buy
6,2015-07-13,45.85137570219902,60.26934702596188,693570200,Buy
7,2015-07-20,45.2003316887448,52.73847741829011,326224700,Buy
8,2015-07-27,49.402806358735305,56.363684390622765,288132300,Buy
9,2015-08-03,47.10118979872032,55.97524222754255,294538600,Buy
10,2015-08-10,43.7272769038352,54.52276373875893,225627700,Buy
11,2015-08-17,51.49767579087763,55.84627341768842,274069600,Buy
12,2015-08-24,58.52581674920844,53.89054221762038,328151900,Buy
13,2015-08-31,61.83375627943454,51.54011643549476,272386700,Buy
14,2015-09-07,56.32639745206933,56.77757857758555,447136100,Hold
15,2015-09-14,52.24891353958797,61.0653443750646,316464700,Hold
16,2015-09-21,54.22794859694408,64.60072541626913,338811600,Hold
17,2015-09-28,47.52201674710439,64.78811804134,498604400,Hold
18,2015-10-05,47.82199404964596,59.64842725819604,303670600,Hold
19,2015-10-12,53.23601852683302,58.8299875342251,256271300,Hold
20,2015-10-19,52.92942361300935,56.049315606788106,237597000,Hold
21,2015-10-26,46.83703509245863,53.29388430295501,169717700,Buy
22,2015-11-02,51.38534243807614,57.35854129262062,293969000,Hold
23,2015-11-09,52.23212824405542,60.376909647102224,281758500,Hold
24,2015-11-16,57.40523185840611,54.40508828791114,254505900,Buy
25,2015-11-23,59.563272539788855,58.6034953768018,217442500,Hold
26,2015-11-30,64.93622972468233,57.07208195030615,120022700,Hold
27,2015-12-07,58.39979379767375,63.68254787488225,253153300,Hold
28,2015-12-14,63.60231990893893,64.16760513304598,334592500,Hold
29,2015-12-21,64.6808920388867,68.81370169777519,206101000,Sell
30,2015-12-28,61.99927378273693,65.4965364777801,366795700,Hold
31,2016-01-04,59.49159750854323,71.20659482006528,303032500,Sell
32,2016-01-11,65.07300070118423,68.63874962624658,225925300,Sell
33,2016-01-18,60.976699260710994,69.0335233975157,192219500,Sell
34,2016-01-25,61.69895065897236,68.142327537825,149882700,Sell
35,2016-02-01,61.27974435061157,69.21569645105151,248911600,Sell
36,2016-02-08,60.67598170612134,69.4541584960197,187507500,Sell
37,2016-02-15,61.67965853702712,69.40275807010526,253044000,Sell
38,2016-02-22,58.73767611006451,68.08752354929518,215053600,Hold
39,2016-02-29,54.67975951357467,68.20344751568997,190235300,Hold
40,2016-03-07,53.99992234210479,66.70738062917873,230445600,Hold
41,2016-03-14,49.65071219905392,63.83847740557196,221273800,Hold
42,2016-03-21,49.36189727130726,60.86219516366219,200998900,Hold
43,2016-03-28,46.51694647459298,63.33181503162901,239029400,Hold
44,2016-04-04,51.211076597737176,57.096512203901554,232195200,Buy
45,2016-04-11,47.305016430698906,57.531981119425225,212998300,Buy
46,2016-04-18,53.06141891468042,54.537248452544574,236653900,Buy
47,2016-04-25,50.21813769424911,58.31162736330031,233843300,Buy
48,2016-05-02,48.55251907455055,56.21990648753747,210886700,Buy
49,2016-05-09,43.384269945915776,59.635900440334055,210747500,Hold
50,2016-05-16,42.79068812703772,56.41854723734442,189300200,Buy
51,2016-05-23,42.6803131257569,54.31585011860216,201817100,Buy
52,2016-05-30,41.52799792434879,52.1138008524821,286235400,Buy
53,2016-06-06,40.26943548519187,50.72070562258818,175157200,Buy
54,2016-06-13,41.43996687339692,49.53248218914495,188346200,Buy
55,2016-06-20,43.05333274549422,49.35065574170962,150941500,Buy
56,2016-06-27,44.06537528336694,47.97935256619475,251416900,Buy
57,2016-07-04,44.94357096253699,48.506041239322975,232250100,Buy
58,2016-07-11,43.3487269303701,51.789077250937325,140552500,Hold
59,2016-07-18,47.57295248025976,51.521814661726765,132417400,Hold
60,2016-07-25,48.30736683950799,52.97144347780925,135282700,Hold
61,2016-08-01,50.29699177315534,50.14000961244694,116442900,Buy
62,2016-08-08,46.49834862296356,55.87720974949551,207187200,Hold
63,2016-08-15,47.32099398170387,57.70519454163419,206447600,Hold
64,2016-08-22,49.03078125607752,57.455300001377104,173477100,Hold
65,2016-08-29,49.4767626171721,52.726115009109215,180114000,Hold
66,2016-09-05,50.94456735058551,55.514693139303816,235648800,Hold
67,2016-09-12,55.04518864860941,54.25687597189263,161098400,Hold
68,2016-09-19,53.51905478323584,55.71702593337783,173135900,Hold
69,2016-09-26,53.03006993211747,56.26380100797376,223742400,Hold
70,2016-10-03,54.03112911205317,60.26427034302191,280130000,Sell
71,2016-10-10,56.97042769059049,60.72600179785909,232554500,Sell
72,2016-10-17,57.63710533879149,57.87821104396269,198956700,Hold
73,2016-10-24,54.711457640766426,61.17146658629244,111312800,Sell
74,2016-10-31,56.57201422791239,64.07159462238282,201557500,Sell
75,2016-11-07,63.97723134434055,62.563802699854975,188129200,Sell
76,2016-11-14,68.02635088165141,62.51085210580701,165828700,Sell
77,2016-11-21,74.1955498726211,66.62161713160305,305917800,Sell
78,2016-11-28,74.77329800500294,71.55193586718399,436050500,Sell
79,2016-12-05,67.83610724335578,76.45270885372456,358138200,Sell
80,2016-12-12,65.0578299098871,75.22816887349983,279318000,Sell
81,2016-12-19,69.48832648476963,76.69124202840058,243118600,Sell
82,2016-12-26,66.78236781912484,74.2487303960711,189528200,Sell
83,2017-01-02,63.98203993913477,73.22329664935486,352998200,Hold
84,2017-01-09,65.83922964305214,72.62352435401193,157939900,Hold
85,2017-01-16,68.33441957701683,72.80714473464765,134343500,Hold
86,2017-01-23,66.7873942828914,67.49221127268575,149041800,Hold
87,2017-01-30,70.05319794269256,69.04766600337051,195854000,Hold
88,2017-02-06,65.70883535653934,73.6096920587161,132571600,Hold
89,2017-02-13,64.52228325634053,74.90763298394762,215826600,Sell
90,2017-02-20,69.5450900718949,75.1637504373324,158372200,Sell
91,2017-02-27,65.4728699784368,72.64788138498767,103187700,Hold
92,2017-03-06,71.81312103175046,69.76758286320299,185749300,Hold
93,2017-03-13,74.68490954091384,76.12795505907403,174248600,Hold
94,2017-03-20,75.00475665215791,70.97903890075176,198657000,Hold
95,2017-03-27,80.76201557232285,76.16075693265435,198022000,Sell
96,2017-04-03,84.32410206841402,77.09068497822152,164779300,Sell
97,2017-04-10,86.3185797659149,78.16379126613036,190686500,Sell
98,2017-04-17,86.49117389492166,83.21838511857125,212678300,Sell
99,2017-04-24,85.24171178383584,83.2181587864938,237984000,Sell
100,2017-05-01,78.89893868839457,88.41296418584828,238340400,Sell
101,2017-05-08,82.88205227396043,90.07906244881036,266072400,Sell
102,2017-05-15,92.44965360584676,85.61800262308432,162670800,Sell
103,2017-05-22,97.13110041874803,83.93670600883696,198819700,Hold
104,2017-05-29,91.98068856547717,86.17237941594293,213119300,Sell
105,2017-06-05,93.2320268537018,93.98763910515378,189130500,Sell
106,2017-06-12,97.6196221765631,94.46159177006284,175844000,Sell
107,2017-06-19,93.3254314753478,94.91750981067732,172033100,Sell
108,2017-06-26,91.93808056825426,94.61567621896005,224237200,Sell
109,2017-07-03,90.9990704585696,98.9980168643522,167612100,Sell
110,2017-07-10,88.29079670202381,95.2831076586503,168136600,Sell
111,2017-07-17,92.94744477693811,90.72493482815312,161180900,Hold
112,2017-07-24,97.22231260099484,91.64341323354544,143551300,Hold
113,2017-07-31,98.752343342346,90.39377367185313,193830700,Hold
114,2017-08-07,93.91821566639165,95.1999043165802,220689200,Sell
115,2017-08-14,94.73761455324312,97.46191683179067,165698200,Sell
116,2017-08-21,93.10714496645276,97.32823630966644,173903100,Sell
117,2017-08-28,99.7877798605469,98.32427967345858,174534800,Sell
118,2017-09-04,98.2685941530668,93.79098163978736,169476000,Hold
119,2017-09-11,95.18180253778804,97.37547174100418,204439000,Sell
120,2017-09-18,94.71914342101626,97.0071050019672,153533500,Sell
121,2017-09-25,94.71430801492356,100.83344755331228,216800600,Sell
122,2017-10-02,95.90397283396432,95.8778262741674,205388700,Hold
123,2017-10-09,96.1761309590342,92.94994002114544,201058800,Hold
124,2017-10-16,95.49067366222884,98.27008678132252,168814000,Sell
125,2017-10-23,94.76348409679385,97.98649237988722,151982200,Sell
126,2017-10-30,83.1766883776812,97.73478397820888,98044400,Sell
127,2017-11-06,85.89621514414861,92.79740404746272,220768900,Hold
128,2017-11-13,87.73074708204673,95.9592798023972,182223000,Hold
129,2017-11-20,92.0657739242091,86.57296601570708,445064600,Hold
130,2017-11-27,94.9319944410082,84.7838962512339,128672200,Buy
131,2017-12-04,88.72678299176125,88.288173836194,138312600,Hold
132,2017-12-11,82.54605093169987,88.70353446674333,258402700,Hold
133,2017-12-18,85.15933758437407,91.34115746232496,241286700,Hold
134,2017-12-25,85.7750458466824,88.94055649163069,168223400,Buy
135,2018-01-01,85.2692101455262,85.43086057436814,257924400,Buy
136,2018-01-08,84.222598537857,86.54824504011495,279228800,Buy
137,2018-01-15,85.39968862865373,88.97731664703156,171510200,Hold
138,2018-01-22,83.01834977717029,84.5843254860723,109045300,Buy
139,2018-01-29,84.56992499021926,89.24174349681596,152912100,Hold
140,2018-02-05,87.01620782659255,89.71313248111521,159149300,Hold
141,2018-02-12,88.79042391510248,84.92499725635935,157647300,Buy
142,2018-02-19,88.68696683432022,88.71556024805253,132509200,Hold
143,2018-02-26,88.96409550044726,90.28824121124406,140994300,Hold
144,2018-03-05,86.94181501257604,94.00513464993809,208553700,Sell
145,2018-03-12,89.45440950524247,89.38034266170116,162424200,Hold
146,2018-03-19,86.74355639687893,90.71374296474198,88592600,Hold
147,2018-03-26,90.12269160327116,88.63938688244623,144964700,Hold
148,2018-04-02,91.1676724044238,89.87247986438041,139613900,Hold
149,2018-04-09,95.39966638622772,92.79711887118545,142557300,Hold
150,2018-04-16,98.06394076506672,89.66221320028323,101922100,Hold
151,2018-04-23,92.37749441833331,90.74945495792818,97375000,Hold
152,2018-04-30,96.74241055129232,92.60753378019017,110174000,Sell
153,2018-05-07,101.23643340802094,95.47963386614607,157662800,Sell
154,2018-05-14,98.051819982095,95.5797779587424,115401500,Sell
155,2018-05-21,99.88139056918502,96.58952559721394,109640700,Sell
156,2018-05-28,100.24917759030583,96.88859647159856,151921900,Sell
157,2018-06-04,99.28399296673044,97.1448036530371,90827900,Sell
158,2018-06-11,98.08075922967969,102.7562002944479,110946400,Sell
159,2018-06-18,98.9454152382588,100.60855254050578,151262600,Sell
160,2018-06-25,98.48313129042388,99.5030481871616,163014100,Sell
161,2018-07-02,101.25543628450636,98.57218898109988,160653200,Hold
162,2018-07-09,102.55832243523908,100.5331798992066,120955800,Sell
163,2018-07-16,96.99445792951832,97.74748340485392,110199100,Hold
164,2018-07-23,93.94551114000822,98.97083719022088,82625000,Hold
165,2018-07-30,97.43948679112664,103.11937315457756,73387000,Sell
166,2018-08-06,93.20918180817354,99.23083631069682,94797600,Hold
167,2018-08-13,83.01738556034597,94.12135340752992,121995300,Hold
168,2018-08-20,74.042588479829,93.93246536117908,127290400,Hold
169,2018-08-27,75.65486880503846,95.80905032014284,113594000,Hold
170,2018-09-03,75.61982375002826,84.0187702550857,329903000,Buy
171,2018-09-10,79.80516319525742,81.79200891541002,189992300,Buy
172,2018-09-17,81.43536404717709,82.37882567006055,200505100,Buy
173,2018-09-24,85.96278604599044,77.60610729510691,195547000,Buy
174,2018-10-01,90.31496891724106,81.30439271764489,192341700,Buy
175,2018-10-08,91.53830079905252,81.37060779207724,144045600,Buy
176,2018-10-15,91.28545493475154,86.6137192074243,195365500,Hold
177,2018-10-22,84.72135645071774,88.75827274888407,159571400,Hold
178,2018-10-29,84.46465457832866,92.3048473386751,103674900,Hold
179,2018-11-05,86.24177509033149,90.05982820847903,152861000,Hold
180,2018-11-12,84.71936975920948,86.87513585932501,126561200,Hold
181,2018-11-19,87.78578716735908,86.0464603570864,197245900,Hold
182,2018-11-26,87.29409172937818,90.20872033939116,64990700,Hold
183,2018-12-03,86.72852420760442,88.14184229960931,76640600,Hold
184,2018-12-10,83.89101299202092,88.43017573673602,160490800,Hold
185,2018-12-17,91.86838821947292,88.2413401072741,142899700,Hold
186,2018-12-24,93.50116494090712,86.75503939612358,97125000,Hold
187,2018-12-31,96.65037905238916,85.00710348835526,171596900,Buy
188,2019-01-07,92.84722038832597,94.35198860389852,183787600,Hold
189,2019-01-14,91.39964782841632,96.98623353699706,126193900,Sell
190,2019-01-21,94.998666763426,97.7799099684103,113562500,Sell
191,2019-01-28,94.55400527377594,98.88572277883794,101146500,Sell
192,2019-02-04,95.01506843919014,91.78627083774629,130658200,Hold
193,2019-02-11,94.92605314203048,92.92469220576372,128508700,Hold
194,2019-02-18,95.28639343765737,99.52770742978444,152515700,Sell
195,2019-02-25,91.0149138731798,96.49785937473644,155965300,Sell
196,2019-03-04,92.37264420149016,93.36638352992956,85621500,Hold
197,2019-03-11,93.48356631819809,96.68865450297233,111405400,Sell
198,2019-03-18,92.90164582273472,94.67877783132596,125413900,Hold
199,2019-03-25,90.1657913104999,92.00886136627776,102823700,Hold
200,2019-04-01,87.05405985008356,95.14073951473802,177457500,Hold
201,2019-04-08,90.76068861857948,94.83987688391204,122042200,Hold
202,2019-04-15,86.99851205317218,91.78271376913244,103542600,Hold
203,2019-04-22,89.49406067791583,90.81404998909548,105786500,Hold
204,2019-04-29,87.34820329237597,90.71790966053234,76786200,Hold
205,2019-05-06,89.01691445574797,88.73830328015633,154136900,Buy
206,2019-05-13,86.57802751654256,89.58078010707669,118690800,Buy
207,2019-05-20,84.06213981211678,87.54110392866157,119062600,Buy
208,2019-05-27,86.77992878017983,89.7371844124547,119865200,Hold
209,2019-06-03,83.34815850105484,88.9161148251989,116853600,Buy
210,2019-06-10,89.4588883546835,85.71822922194613,142793900,Buy
211,2019-06-17,87.42837262530954,85.0923487846073,128243700,Buy
212,2019-06-24,87.70833521164717,86.88377945212598,131163900,Buy
213,2019-07-01,70.89879504050967,86.96868700153311,220015800,Buy
214,2019-07-08,81.56057941380188,87.48951201853205,109127900,Hold
215,2019-07-15,78.5143920419098,86.83449514079703,103599800,Buy
216,2019-07-22,77.57554427899103,82.2177628327812,121615900,Buy
217,2019-07-29,81.09329702941676,81.11156260600154,223912500,Buy
218,2019-08-05,79.2120168766431,82.80448288509614,176994800,Buy
219,2019-08-12,80.70677176875016,83.26480763243234,122377200,Buy
220,2019-08-19,85.83866615168463,83.83854247343459,192856400,Buy
221,2019-08-26,90.08899546050743,83.49107016491575,164872900,Hold
222,2019-09-02,94.43403379595858,82.17521171173554,189171300,Buy
223,2019-09-09,88.49931848073739,90.61108402862064,154258600,Hold
224,2019-09-16,86.88613185374265,93.22845002163554,118980100,Hold
225,2019-09-23,78.97007827344093,94.58877884360108,133433800,Sell
226,2019-09-30,88.040746703112,90.05038587602203,198600100,Hold
227,2019-10-07,83.8171644785758,86.05690820549846,129304500,Hold
228,2019-10-14,84.14679328494321,86.45861873684775,110114000,Hold
229,2019-10-21,80.9838482301256,88.1768564458064,116575000,Hold
230,2019-10-28,79.74551847667843,87.62780404020276,59913300,Hold
231,2019-11-04,84.09528459926157,88.49539586847571,136602000,Hold
232,2019-11-11,81.05280267320276,84.19416955669249,121700100,Hold
233,2019-11-18,71.68122250529811,84.07515596983292,177870300,Buy
234,2019-11-25,68.87313933565527,84.99591472820183,113417000,Buy
235,2019-12-02,70.2892274575535,86.1128191962048,66246600,Hold
236,2019-12-09,71.84147719496455,75.70999441188346,254217600,Buy
237,2019-12-16,66.27843090431283,71.83812648332912,326396100,Buy
238,2019-12-23,67.96781812320626,72.47636571349399,194401200,Buy
239,2019-12-30,71.10801966723939,71.7707813032523,312609800,Buy
240,2020-01-06,74.8114952016555,71.36590307395996,235950300,Buy
241,2020-01-13,80.81214358076272,74.21202913266264,206277900,Buy
242,2020-01-20,82.00216167451383,75.11059099043193,134102500,Hold
243,2020-01-27,81.211917707327,79.05989626886799,186548400,Hold
244,2020-02-03,79.46838200067492,86.15493668260808,217464300,Hold
245,2020-02-10,80.44164985274153,82.4944130585689,161707700,Hold
246,2020-02-17,75.85819744996375,84.26427043255363,159078600,Hold
247,2020-02-24,79.0418218143427,81.91643369550768,114791900,Hold
248,2020-03-02,84.56485483417596,81.48776192102801,160941500,Hold
249,2020-03-09,85.85467872139733,78.500217258991,155132100,Hold
250,2020-03-16,82.67051050942821,83.1793166628692,125932700,Hold
251,2020-03-23,81.4833179250267,84.00893175346977,158117600,Hold
252,2020-03-30,79.80620196526003,83.77233495064203,239144300,Hold
253,2020-04-06,83.08209965974442,84.90038881567529,179567000,Hold
254,2020-04-13,80.93727125531944,86.0469686536611,117681200,Sell
255,2020-04-20,80.42881197897613,85.90176534882313,122520500,Sell
256,2020-04-27,80.81425556366392,86.43113833749214,97777400,Sell
257,2020-05-04,76.58162439508945,82.58246274943986,165780900,Hold
258,2020-05-11,77.5338109730168,82.54826152301483,118586900,Hold
259,2020-05-18,80.50254719150358,84.69244252893027,141067600,Hold
260,2020-05-25,81.74980455539257,78.6217844207597,208522100,Buy
261,2020-06-01,86.33211706946211,79.80858819329146,215361700,Buy
262,2020-06-08,78.10864427756151,83.81015063528773,144752700,Hold
263,2020-06-15,74.36651809295745,86.75075328963769,138075500,Sell
264,2020-06-22,73.84220584740487,88.26515750251156,137026600,Sell
265,2020-06-29,75.27133240161463,81.85592754678879,291263900,Hold
266,2020-07-06,76.01946315831145,80.27972648027527,270574000,Hold
267,2020-07-13,76.73480962251982,77.93902104811389,131768400,Buy
268,2020-07-20,76.74299208480898,79.60619102629313,105776600,Hold
269,2020-07-27,72.21553544098101,77.52550903481134,144451700,Buy
270,2020-08-03,74.59419710470848,78.3627245392958,135904400,Buy
271,2020-08-10,74.81776639236358,80.59462136761984,128729500,Hold
272,2020-08-17,73.93607158807494,79.01531018278541,245296300,Buy
273,2020-08-24,72.32974784623295,78.45629492009627,167060600,Buy
274,2020-08-31,74.78342875443693,78.53155760521274,143367100,Buy
275,2020-09-07,70.39292291671103,78.523144012977,148135000,Buy
276,2020-09-14,72.40644673793999,77.0253432019179,151311800,Buy
277,2020-09-21,76.05045871939224,78.14491105257045,128360500,Buy
278,2020-09-28,70.59972299055977,77.08786829330744,197983900,Buy
279,2020-10-05,75.10434000947012,74.01563941221231,167145300,Buy
280,2020-10-12,78.09182871734093,79.7061673059724,246260100,Hold
281,2020-10-19,82.01540454227498,77.54157955855221,181968400,Buy
282,2020-10-26,77.472936904955,76.62376721327408,77636900,Buy
283,2020-11-02,77.93112752153176,80.12272901113059,229577600,Hold
284,2020-11-09,75.43772846452687,85.77839842900612,205459900,Hold
285,2020-11-16,78.48961623697912,80.26216317050076,174117100,Hold
286,2020-11-23,78.88276274132724,81.94232615128814,102223400,Sell
287,2020-11-30,78.74212862434837,76.86822308460692,93567600,Hold
288,2020-12-07,78.55107405649892,82.54217522193953,234093200,Sell
289,2020-12-14,79.6551756323098,83.84890876300595,213551000,Sell
290,2020-12-21,80.36179900993868,80.51922390824845,142305900,Hold
291,2020-12-28,81.2783946124687,84.58343279940746,203330400,Sell
292,2021-01-04,80.49048672846439,80.74097481233125,197906200,Hold
293,2021-01-11,79.84021488720484,84.32439938100354,152163700,Sell
294,2021-01-18,80.66373644621414,83.88974986393976,127248000,Sell
295,2021-01-25,81.28482124444233,83.37349759291317,117281600,Sell
296,2021-02-01,71.97024939666659,85.29490261029844,177655800,Sell
297,2021-02-08,71.78462737733231,83.26645253447212,146003500,Hold
298,2021-02-15,69.37233319676808,81.02682687075357,167762500,Hold
299,2021-02-22,69.61861999215498,78.67200744190667,332979200,Hold
